Threads=1 PopulationSize=500 maxNumIterations=2500 Fitness=1.14119e+07 Speedup=1 Runtime=523.518
Threads=2 PopulationSize=500 maxNumIterations=2500 Fitness=1.14329e+07 Speedup=2.18804 Runtime=239.263
Threads=3 PopulationSize=500 maxNumIterations=2500 Fitness=1.14137e+07 Speedup=3.24864 Runtime=161.15
Threads=4 PopulationSize=500 maxNumIterations=2500 Fitness=1.14301e+07 Speedup=4.27798 Runtime=122.375
Threads=5 PopulationSize=500 maxNumIterations=2500 Fitness=1.14292e+07 Speedup=5.16715 Runtime=101.317
Threads=6 PopulationSize=500 maxNumIterations=2500 Fitness=1.13746e+07 Speedup=6.08508 Runtime=86.033
Threads=7 PopulationSize=500 maxNumIterations=2500 Fitness=1.13855e+07 Speedup=6.96705 Runtime=75.142
Threads=8 PopulationSize=500 maxNumIterations=2500 Fitness=1.1468e+07 Speedup=7.6677 Runtime=68.2758
Threads=9 PopulationSize=500 maxNumIterations=2500 Fitness=1.14099e+07 Speedup=8.65862 Runtime=60.4621
Threads=10 PopulationSize=500 maxNumIterations=2500 Fitness=1.14267e+07 Speedup=9.11078 Runtime=57.4614
Threads=11 PopulationSize=500 maxNumIterations=2500 Fitness=1.14151e+07 Speedup=9.98573 Runtime=52.4266
Threads=12 PopulationSize=500 maxNumIterations=2500 Fitness=1.14554e+07 Speedup=10.915 Runtime=47.9631
Threads=13 PopulationSize=500 maxNumIterations=2500 Fitness=1.14314e+07 Speedup=10.8663 Runtime=48.1782
Threads=14 PopulationSize=500 maxNumIterations=2500 Fitness=1.13804e+07 Speedup=10.8242 Runtime=48.3653
Threads=15 PopulationSize=500 maxNumIterations=2500 Fitness=1.14497e+07 Speedup=10.8451 Runtime=48.2725
Threads=16 PopulationSize=500 maxNumIterations=2500 Fitness=1.14363e+07 Speedup=10.9695 Runtime=47.7251
Threads=17 PopulationSize=500 maxNumIterations=2500 Fitness=1.13882e+07 Speedup=10.9816 Runtime=47.6722
Threads=18 PopulationSize=500 maxNumIterations=2500 Fitness=1.1384e+07 Speedup=10.9847 Runtime=47.6586
Threads=19 PopulationSize=500 maxNumIterations=2500 Fitness=1.13811e+07 Speedup=10.9929 Runtime=47.6231
Threads=20 PopulationSize=500 maxNumIterations=2500 Fitness=1.14103e+07 Speedup=11.0065 Runtime=47.5644
Threads=21 PopulationSize=500 maxNumIterations=2500 Fitness=1.14538e+07 Speedup=10.9882 Runtime=47.6437
Threads=22 PopulationSize=500 maxNumIterations=2500 Fitness=1.143e+07 Speedup=10.9455 Runtime=47.8296
Threads=23 PopulationSize=500 maxNumIterations=2500 Fitness=1.14178e+07 Speedup=10.9698 Runtime=47.7234
Threads=24 PopulationSize=500 maxNumIterations=2500 Fitness=1.13975e+07 Speedup=11.0949 Runtime=47.1854
Threads=25 PopulationSize=500 maxNumIterations=2500 Fitness=1.14134e+07 Speedup=10.3814 Runtime=50.4285
Threads=26 PopulationSize=500 maxNumIterations=2500 Fitness=1.14132e+07 Speedup=10.297 Runtime=50.842
Threads=27 PopulationSize=500 maxNumIterations=2500 Fitness=1.14162e+07 Speedup=10.1998 Runtime=51.3263
Threads=28 PopulationSize=500 maxNumIterations=2500 Fitness=1.13899e+07 Speedup=10.1117 Runtime=51.7737
Threads=29 PopulationSize=500 maxNumIterations=2500 Fitness=1.13584e+07 Speedup=10.0378 Runtime=52.1546
Threads=30 PopulationSize=500 maxNumIterations=2500 Fitness=1.14082e+07 Speedup=9.96213 Runtime=52.5508
Threads=31 PopulationSize=500 maxNumIterations=2500 Fitness=1.13482e+07 Speedup=9.87788 Runtime=52.999
Threads=32 PopulationSize=500 maxNumIterations=2500 Fitness=1.13999e+07 Speedup=9.80944 Runtime=53.3688
Threads=33 PopulationSize=500 maxNumIterations=2500 Fitness=1.14289e+07 Speedup=9.72559 Runtime=53.8289
Threads=34 PopulationSize=500 maxNumIterations=2500 Fitness=1.14357e+07 Speedup=9.65217 Runtime=54.2384
Threads=35 PopulationSize=500 maxNumIterations=2500 Fitness=1.14479e+07 Speedup=9.56257 Runtime=54.7466
Threads=36 PopulationSize=500 maxNumIterations=2500 Fitness=1.13596e+07 Speedup=9.50025 Runtime=55.1057

