1 500 10000 486.491 1 47.7125
2 500 10000 482.262 1.89226 25.2146
3 500 10000 482.796 2.58874 18.4307
4 500 10000 478.211 3.2311 14.7666
5 500 10000 482.161 4.04644 11.7912
6 500 10000 479.986 4.7517 10.0411
7 500 10000 476.965 4.63528 10.2933
8 500 10000 487.708 4.29189 11.1169
9 500 10000 483.629 4.35641 10.9523
10 500 10000 489.757 4.64299 10.2763
11 500 10000 481.978 5.01801 9.50826
12 500 10000 483.442 5.29121 9.01732
13 500 10000 484.429 5.53708 8.6169
14 500 10000 483.433 5.86247 8.13864
15 500 10000 489.132 5.99436 7.95956
16 500 10000 479.078 6.33036 7.53709
17 500 10000 482.16 6.48464 7.35778
18 500 10000 474.79 6.44965 7.39768
19 500 10000 473.075 6.29231 7.58267
20 500 10000 479.725 6.21527 7.67666
21 500 10000 480.437 5.8757 8.12032
22 500 10000 484.206 5.07278 9.4056
23 500 10000 484.571 3.65808 13.0431
24 500 10000 489.958 1.64297 29.0404
25 500 10000 481.379 4.05964 11.7529
26 500 10000 478.944 3.97566 12.0011
27 500 10000 483.809 3.94481 12.095
28 500 10000 476.251 3.97546 12.0017
29 500 10000 479.958 4.03239 11.8323
30 500 10000 483.574 4.02745 11.8468
31 500 10000 488.783 4.01848 11.8733
32 500 10000 488.871 4.01213 11.892
33 500 10000 485.924 4.02776 11.8459
34 500 10000 478.007 3.99839 11.9329
35 500 10000 481.634 4.00026 11.9273
36 500 10000 479.983 3.98876 11.9617
