1 500 10000 433.746 1 48.3722
2 500 10000 433.33 1.94228 24.9049
3 500 10000 434.46 2.5357 19.0765
4 500 10000 434.918 3.32186 14.5618
5 500 10000 432.784 3.95654 12.2259
6 500 10000 434.307 4.61638 10.4784
7 500 10000 434.207 4.68904 10.316
8 500 10000 433.464 4.58906 10.5408
9 500 10000 431.748 4.55401 10.6219
10 500 10000 432.937 4.88578 9.90061
11 500 10000 433.754 5.22431 9.25907
12 500 10000 434.674 5.56222 8.69656
13 500 10000 433.346 5.61942 8.60804
14 500 10000 434.422 5.93737 8.14708
15 500 10000 433.557 6.28749 7.69341
16 500 10000 431.734 6.48227 7.46224
17 500 10000 433.031 6.68531 7.23559
18 500 10000 430.7 7.04428 6.86688
19 500 10000 434.625 7.13193 6.78248
20 500 10000 434.813 7.36721 6.56588
21 500 10000 434.219 7.46949 6.47597
22 500 10000 433.219 7.4862 6.46152
23 500 10000 434.754 7.71531 6.26964
24 500 10000 433.396 7.93852 6.09335
25 500 10000 432.925 4.35204 11.1148
26 500 10000 433.526 4.045 11.9585
27 500 10000 433.103 3.96908 12.1873
28 500 10000 433.943 3.97512 12.1687
29 500 10000 434.141 3.97951 12.1553
30 500 10000 433.117 3.98723 12.1318
31 500 10000 433.956 4.00903 12.0658
32 500 10000 433.81 3.99469 12.1091
33 500 10000 433.316 4.00313 12.0836
34 500 10000 433.72 3.99448 12.1098
35 500 10000 432.231 3.98504 12.1384
36 500 10000 433.158 3.9824 12.1465
