1 500 10000 1060.31 1 47.357
2 500 10000 1042.9 1.81956 26.0266
3 500 10000 1061.33 2.6514 17.8612
4 500 10000 1041.14 3.39648 13.943
5 500 10000 1071.37 4.15963 11.3849
6 500 10000 1052.34 4.27344 11.0817
7 500 10000 1057.06 5.43167 8.71869
8 500 10000 1074.21 5.04138 9.39367
9 500 10000 1036.86 4.7081 10.0586
10 500 10000 1084.14 5.08624 9.31082
11 500 10000 1067.29 5.32095 8.90012
12 500 10000 1032.05 5.61326 8.43664
13 500 10000 1061.69 5.91689 8.00371
14 500 10000 1056.96 6.24553 7.58255
15 500 10000 1069.01 6.49271 7.29388
16 500 10000 1051.92 6.96877 6.79561
17 500 10000 1040.64 7.13244 6.63967
18 500 10000 1060.19 7.34267 6.44957
19 500 10000 1054.3 7.1845 6.59156
20 500 10000 1042.68 7.40981 6.39113
21 500 10000 1045.23 7.22555 6.55411
22 500 10000 1033.86 6.62744 7.14561
23 500 10000 1026.26 4.62966 10.2291
24 500 10000 1077.19 1.75709 26.952
25 500 10000 1075 4.39428 10.777
26 500 10000 1084.87 4.35211 10.8814
27 500 10000 1064.74 4.261 11.1141
28 500 10000 1036.27 4.21442 11.2369
29 500 10000 1041.29 4.20922 11.2508
30 500 10000 1048.33 4.21886 11.2251
31 500 10000 1039.58 4.27487 11.078
32 500 10000 1043.54 4.25337 11.134
33 500 10000 1040 4.30453 11.0017
34 500 10000 1043.72 4.25711 11.1242
35 500 10000 1051.3 4.23963 11.1701
36 500 10000 1046.67 4.25851 11.1206

