1 250 1 1413.63 1
2 250 1 1407.31 1.33546
3 250 1 1414.46 1.28858
4 250 1 1407.7 1.4134
6 250 1 1405.66 1.51848
8 250 1 1409.83 1.56773
12 250 1 1407.02 1.6417
16 250 1 1403.68 1.2751
20 250 1 1388.37 1.05438
32 250 1 1402.39 1.53536
64 250 1 1398.88 1.18055
128 250 1 1305.11 1.0671
1 250 5 1297.23 1
2 250 5 1262.09 1.38904
3 250 5 1289.05 1.829
4 250 5 1279.2 2.23467
6 250 5 1269.07 1.99082
8 250 5 1273.22 2.23882
12 250 5 1285.73 1.44668
16 250 5 1281.07 2.30753
20 250 5 1283.19 1.06609
32 250 5 1274.21 1.37336
64 250 5 1292.1 1.15056
128 250 5 1335.11 0.708616
1 250 10 1309.74 1
2 250 10 1249.34 1.12874
3 250 10 1314.93 2.05728
4 250 10 1304.08 2.69783
6 250 10 1283.1 2.71932
8 250 10 1316.5 3.08217
12 250 10 1293.52 2.95679
16 250 10 1298.42 2.57725
20 250 10 1304.79 1.12378
32 250 10 1304.48 1.34182
64 250 10 1292.31 1.36119
128 250 10 1316.55 0.777568
1 250 25 1230.39 1
2 250 25 1198.86 1.74851
3 250 25 1181.56 2.60673
4 250 25 1173.12 3.19487
6 250 25 1194.46 3.63778
8 250 25 1192.45 3.19474
12 250 25 1198 3.75614
16 250 25 1211.37 2.42605
20 250 25 1208.84 2.75022
32 250 25 1210.36 1.59126
64 250 25 1211.76 1.23674
128 250 25 1196.1 0.719313
1 250 50 1052.2 1
2 250 50 1115.8 1.80894
3 250 50 1111.48 2.04675
4 250 50 1110.28 2.21092
6 250 50 1105.78 3.08766
8 250 50 1095.17 3.68106
12 250 50 1109.97 3.72816
16 250 50 1119.98 2.89488
20 250 50 1086.6 1.49686
32 250 50 1105.84 1.96249
64 250 50 1103.09 1.46369
128 250 50 1091.52 0.711723
1 250 100 1009.49 1
2 250 100 974.727 1.7142
3 250 100 987.861 1.95827
4 250 100 991.267 2.21785
6 250 100 1001.32 3.64776
8 250 100 987.664 3.91806
12 250 100 973.358 5.41776
16 250 100 991.524 4.43056
20 250 100 988.31 4.39145
32 250 100 988.936 1.88913
64 250 100 981.573 1.84308
128 250 100 987.463 0.736007
1 250 250 827.249 1
2 250 250 826.222 1.29591
3 250 250 826.062 2.52613
4 250 250 833.135 2.91534
6 250 250 834.1 3.27057
8 250 250 827.939 4.10859
12 250 250 819.782 4.86829
16 250 250 824.833 4.70847
20 250 250 829.991 3.91886
32 250 250 833.521 2.0874
64 250 250 822.879 1.56821
128 250 250 823.482 0.733692
1 250 500 722.577 1
2 250 500 720.711 1.97889
3 250 500 726.51 1.93518
4 250 500 723.994 3.18319
6 250 500 714.977 3.65179
8 250 500 718.033 3.98717
12 250 500 724.403 4.42121
16 250 500 720.816 5.10752
20 250 500 720.925 3.49584
32 250 500 725.31 1.91271
64 250 500 724.744 1.55916
128 250 500 731.297 0.721228
1 250 1000 634.062 1
2 250 1000 630.268 1.94587
3 250 1000 632.095 2.53158
4 250 1000 633.535 2.59819
6 250 1000 638.261 3.87233
8 250 1000 634.94 4.06258
12 250 1000 637.717 4.87289
16 250 1000 633.247 5.12981
20 250 1000 627.129 4.28902
32 250 1000 635.559 2.23719
64 250 1000 635.641 1.47004
128 250 1000 638.347 0.753304
1 250 2500 548.596 1
2 250 2500 540.852 1.83655
3 250 2500 552.404 2.47992
4 250 2500 540.936 2.63636
6 250 2500 543.749 3.40748
8 250 2500 546.669 4.03816
12 250 2500 536.946 4.92146
16 250 2500 541.292 4.64587
20 250 2500 539.749 4.32533
32 250 2500 540.099 1.72034
64 250 2500 546.559 1.38378
128 250 2500 545.022 0.694079
1 250 5000 503.619 1
2 250 5000 503.052 1.87761
3 250 5000 503.657 2.58869
4 250 5000 507.356 2.87939
6 250 5000 509.007 3.95182
8 250 5000 504.889 3.85908
12 250 5000 508.289 4.7393
16 250 5000 498.657 4.22711
20 250 5000 511.213 3.61282
32 250 5000 511.586 1.71136
64 250 5000 505.146 1.23574
128 250 5000 506.733 0.597409
1 250 10000 484.146 1
2 250 10000 487.78 1.21803
3 250 10000 491.236 2.53037
4 250 10000 488.252 2.67791
6 250 10000 493.399 3.84655
8 250 10000 486.451 4.03585
12 250 10000 491.66 4.24245
16 250 10000 484.039 4.23243
20 250 10000 489.07 3.52278
32 250 10000 493.162 1.73697
64 250 10000 482.409 1.23617
128 250 10000 484.214 0.650646
1 250 25000 482.246 1
2 250 25000 482.947 1.84913
3 250 25000 489.086 2.36483
4 250 25000 483.03 3.23656
6 250 25000 484.03 4.0432
8 250 25000 480.457 3.90171
12 250 25000 480.209 4.1676
16 250 25000 483.801 4.12767
20 250 25000 484.217 3.59211
32 250 25000 484.057 1.64165
64 250 25000 479.864 1.33966
128 250 25000 481.987 0.62477
