100 100 1006.61 0.0594495
200 100 971.531 0.116636
300 100 983.57 0.179451
400 100 940.753 0.23334
500 100 985.453 0.292069
600 100 995.133 0.353345
700 100 976.031 0.438044
800 100 959.766 0.466137
900 100 969.391 0.522619
1000 100 972.207 0.585324
2000 100 942.047 1.17845
3000 100 938.467 1.88575
4000 100 940.066 2.37096
5000 100 927.209 3.02321
6000 100 920.407 3.73201
7000 100 919.812 4.54565
8000 100 922.916 5.10203
9000 100 929.764 5.55095
10000 100 925.476 6.07093
