100 100 1005.18 0.0612377
100 200 879.523 0.117883
100 300 800.886 0.174866
100 400 791.031 0.237152
100 500 716.329 0.292422
100 600 700.984 0.351435
100 700 698.819 0.41049
100 800 685.63 0.476722
100 900 667.82 0.530665
100 1000 650.368 0.59416
100 2000 573.286 1.23812
100 3000 534.997 1.79002
100 4000 521.264 2.36564
100 5000 510.855 2.95029
100 6000 503.941 3.781
100 7000 505.155 4.3372
100 8000 498.558 4.94316
100 9000 502.808 5.59283
100 10000 497.015 6.0404
