100 100 1003.31 0.0358858
200 100 998.235 0.0725388
300 100 981.249 0.107817
400 100 971.596 0.146068
500 100 975.714 0.179915
600 100 978.491 0.218115
700 100 966.815 0.25133
800 100 960.749 0.289994
900 100 959.462 0.334228
1000 100 955.028 0.364628
2000 100 940.927 0.757064
3000 100 944.8 1.14028
4000 100 932.714 1.51587
5000 100 930.809 1.85731
6000 100 922.009 2.16985
7000 100 925.795 2.49315
8000 100 926.701 3.12936
9000 100 912.24 3.4196
10000 100 911.197 3.61859
